Sales Office,Sales Group,Customer,Name 1,Street,Telephone 1,Telephone 2,Transportation zone,Description,Postal Code,Sales district,City,Terms of Payment,Credit limit,Delivering Plant,Risk category,Distribution Channel,Customer group,Division,Changed On Sales Data,Created On Sales Data,Personnel Number,Representative no.,JWK SALESMAN,MonFrom1,MonFrom2,TueFrom1,Unnamed: 27,WedFrom1,WedFrom2,ThuFrom1,ThuFrom2,FriFrom1,FriFrom2,SatFrom1,SatFrom2,Personnel Name,Latitude,Longitude,Optimized JWK,road_node,Cycle,_temp_cycle
C051,188,480566,WR.WARTINI,JL.RY.SUKOHARJO I RT.1/4 NO.43 KEL-KEC.SUKOHARJO,082185075786,,2051223,Sukoharjo,35674,35674,LAMPUNG,Z12,2000000,3006,1.0,2,69,77,29.04.2026,2020-02-20 00:00:00,90052353,90052353,JUMAT,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,REKI YULIANDRI,-5.32323,104.98942,SENIN,"(-5.27201, 105.03554)",Weekly,Ganjil
C051,188,480590,WR.VENI,DSN.SIDOHARJO RT.2/1 NO.48 KEL.SIDOHARJO KEC.PRINGSEWU,085379960474,,2051036,Pringsewu,35673,35673,LAMPUNG,Z12,2000000,3006,1.0,2,42,77,22.09.2025,2021-10-12 00:00:00,90051274,99999266,SELASA,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,SUPRAYOGA ABDI PUTRA,,,,,Weekly,Ganjil
C051,188,482145,TK.NURHAYATI,JL.SUKAMULYA RT.8/2 NO.6 KEL.SUKAMULYA KEC.BANYUMAS,081271869011,085758279219,2051224,Banyumas,35374,35374,LAMPUNG,Z00,0,3006,5.0,2,14,77,29.04.2026,2019-12-23 00:00:00,90052197,90052197,SENIN GANJIL,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,YUDDY SYAHPUTRA,-5.291958,104.9295682,KAMIS GANJIL,"(-5.34852, 104.87056)",Ganjil,Ganjil
C051,188,482146,TK.PARJO,DSN.BANYUWANGI RT.5/2 NO.12 KEL.BANYUWANGI KEC.BANYUMAS,081271170005,,2051224,Banyumas,35674,35674,LAMPUNG,Z00,0,3006,5.0,2,69,77,29.04.2026,2019-12-23 00:00:00,90052197,90052197,SENIN GANJIL,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,YUDDY SYAHPUTRA,-5.274562,104.900022,SENIN GANJIL,"(-5.34505, 104.86494)",Ganjil,Ganjil
C051,188,484494,LIA,JL.RY WONOSARI RT.6/3 NO.3 KEL.WONOSARI KEC.GADING REJO,085267046204,,2051268,Dusun Parerejo,35372,35372,LAMPUNG,Z00,0,3006,5.0,2,14,77,29.04.2026,2020-02-29 00:00:00,90052353,90052353,SENIN,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,REKI YULIANDRI,-5.3872516,105.0432489,SABTU,"(-5.39742, 105.03867)",Weekly,Ganjil
C051,188,484998,WR.ISMA,JL.TELOGOREJO UTARA RT.1 NO.3 KEL.REJOSARI KEC.NATAR,085357820636,,2051028,Natar,35362,35362,LAMPUNG,Z00,0,3006,5.0,2,13,77,30.03.2026,2020-01-11 00:00:00,90051274,90051274,SELASA,0 ,0 ,08:00:00,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,SUPRAYOGA ABDI PUTRA,-5.30376,105.149125,JUMAT,"(-5.30388, 105.14738)",Weekly,Weekly
C051,188,486193,WR.BU MURNI,DSN.BUMI ARUM RT.2/2 NO.14 KEL.BUMI,085383839530,085369560370,2051481,Gholib Pringsewu,35673,35373,LAMPUNG,Z00,0,3006,5.0,2,69,77,13.04.2026,2020-01-18 00:00:00,90052197,90051943,RABU,0 ,0 ,0 ,0 ,08:00:00,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,YUDDY SYAHPUTRA,-5.3402814,104.9523057,SENIN,"(-5.34852, 104.87056)",Weekly,Weekly
C051,188,486194,WR.QUINTA,DSN.AMBARAWA RT.3/1 NO.7 GG.WIRA BAKTI KEL-KEC.AMBARAWA,085768394091,,2051002,Ambarawa,35373,35373,LAMPUNG,Z12,2000000,3006,1.0,2,14,77,27.04.2026,2020-01-18 00:00:00,90052353,90052353,SELASA GENAP,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,REKI YULIANDRI,-5.409717,104.954609,KAMIS GENAP,"(-5.43323, 104.9669)",Genap,Genap
C051,188,486655,TK.KARYA TANI,DSN.II DONOMULYO RT.1-2 NO.3 KEL.DONO MULYO KEC.BUMI AGUNG,081279446365,,2051462,Jembat Serong Metro,34182,34182,LAMPUNG,Z00,0,3006,5.0,2,13,77,30.03.2026,2025-01-13 00:00:00,90051274,90051274,SENIN,08:00:00,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,SUPRAYOGA ABDI PUTRA,-5.113294,105.477403,SENIN,"(-5.17647, 105.21137)",Weekly,Weekly
C051,188,486970,WR.DERI,JL.SRIYONO DUSUN I BOGOREJO RT.1/1 NO.12 KEL.BOGOREJO,082376050888,,2051156,Gedong Tata'an,35371,35371,LAMPUNG,Z00,0,3006,5.0,2,69,77,01.02.2026,2020-01-23 00:00:00,90052353,90052353,SELASA GENAP,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,REKI YULIANDRI,-5.3859687,105.0979856,JUMAT GENAP,"(-5.38589, 105.0979)",Genap,Genap
C051,188,487255,TK.PANDAWA,JL.RAYA KEDONDONG RT.2/2 NO.9 KEL.WAY LAYAP,082282004005,,2051626,Cipadang Gedong Tata,35381,35381,LAMPUNG,Z12,2163102,3006,1.0,2,69,77,13.04.2026,2022-12-11 00:00:00,90052353,90051817,JUMAT,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,08:00:00,0 ,0 ,REKI YULIANDRI,-5.406672,105.058708,KAMIS,"(-5.4068, 105.05866)",Weekly,Weekly
C051,188,487567,SRC SUMARNI,JL.KEJABIT RT.2-8 NO.145 DSN.SALAHU,081366413025,,2051489,Negeri Sakti,35372,35372,LAMPUNG,Z00,0,3006,5.0,2,42,77,28.01.2026,2025-02-03 00:00:00,90052197,90052197,SELASA GENAP,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,YUDDY SYAHPUTRA,,,,,Genap,Genap
C051,188,487568,TK.FIFA JAYA,JL.STM BULU REJO RT.2/1 NO.88 KEL.BULU REJO KEC.GADING REJO,082379532221,082379532221,2051011,Gading Rejo,35372,35372,LAMPUNG,Z12,3229631,3006,1.0,2,69,77,29.04.2026,2023-09-27 00:00:00,90052353,90052353,KAMIS,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,REKI YULIANDRI,-5.353298,105.023337,SABTU,"(-5.39576, 105.02377)",Weekly,Ganjil
C051,188,487600,TK.NOVAL,JL.UNTUNG SUROPATI SPN 48 RT.7 NO.53 KEL.BERINGIN RAYA,085769877731,,2051068,Kemiling,35158,35158,LAMPUNG,Z12,5369144,3006,1.0,2,13,77,13.04.2026,2020-03-05 00:00:00,90051274,90051274,KAMIS,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,08:00:00,0 ,0 ,0 ,0 ,SUPRAYOGA ABDI PUTRA,-5.403145,105.208281,RABU,"(-5.40321, 105.2083)",Weekly,Weekly
C051,188,488565,TK.KOMBET,JL.DANAU RT.1/5 NO.9 LK.PRINGOMBO V KEL.PRINGSEWU TIMUR,085269381966,,2051036,Pringsewu,35673,35673,LAMPUNG,Z00,0,3006,5.0,2,69,77,11.01.2026,2020-02-03 00:00:00,90052353,90052353,SENIN GENAP,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,REKI YULIANDRI,-5.367812,104.983469,RABU GENAP,"(-5.39576, 105.02377)",Genap,Genap
C051,188,488703,WR.PUTI CELL,JL.HI.ALFIAN RT.3/1 NO.41 KEL.PASAR BARU KEC.KEDONDONG,085369708818,,2051016,Kedondong,35381,35381,LAMPUNG,Z12,15501554,3006,1.0,2,67,77,30.03.2026,2020-02-04 00:00:00,90051274,90051274,JUMAT,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,08:00:00,0 ,0 ,SUPRAYOGA ABDI PUTRA,-5.467506,105.00343,KAMIS,"(-5.46747, 105.00337)",Weekly,Weekly
C051,188,496450,WR.CALLISTA,JL.ASEM PRINGOMBO V RT.4/5 NO.73 KEL.PRINGSEWU TIMUR,085768712565,,2051036,Pringsewu,35673,35673,LAMPUNG,Z00,0,3006,5.0,2,58,77,11.01.2026,2020-02-24 00:00:00,90052353,90052353,SENIN GENAP,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,REKI YULIANDRI,-5.3660267,104.9806867,RABU GENAP,"(-5.39576, 105.02377)",Genap,Genap
C051,188,496452,SRC.SASA WAWA,JL.KEPUTRAN RT.2/1 NO.9 KEL.KEPUTRAN KEC.SUKOHARJO,082376660148,,2051019,Kali Rejo,35674,35674,LAMPUNG,Z12,3257434,3006,1.0,2,13,77,30.03.2026,2020-02-24 00:00:00,90052353,90052353,JUMAT GANJIL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,REKI YULIANDRI,-5.288821,104.9848767,SENIN GANJIL,"(-5.25893, 105.02571)",Ganjil,Ganjil
C051,188,496462,SRC.NABILAANDI,JL.WARINGINSARI BARAT RT.4/2 NO.61 KEL.WARINGINSARI BARAT,085269437472,,2051317,Bandung Baru,35674,35674,LAMPUNG,Z12,2000000,3006,1.0,2,14,77,29.04.2026,2020-02-24 00:00:00,90052197,90051815,SELASA GANJIL,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,YUDDY SYAHPUTRA,-5.2796867,104.9778317,SELASA GANJIL,"(-5.25893, 105.02571)",Ganjil,Ganjil
C051,188,496483,TK.BARUDIN,DSN.RUMBIA TIMUR RT.11/5 NO.73 KEL.KRAWANG SARI KEC.NATAR,082297013798,,2051028,Natar,35362,35362,LAMPUNG,Z00,0,3006,5.0,2,58,77,30.03.2026,2020-02-24 00:00:00,90051274,90051274,SELASA,0 ,0 ,08:00:00,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,SUPRAYOGA ABDI PUTRA,-5.2754496,105.2709603,RABU,"(-5.32649, 105.26118)",Weekly,Weekly
C051,188,500069,WR.ARIF,JL.RY.BANDUNG BARU RT.8/3 NO.41 KEL.BANDUNG BARU KEC.ADILUWI,082378257109,,2051123,Adiluwi,35674,35674,LAMPUNG,Z00,0,3006,5.0,2,42,77,30.05.2023,2020-03-07 00:00:00,90051274,90051274,SELASA GANJIL,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,SUPRAYOGA ABDI PUTRA,,,,,Ganjil,Ganjil
C051,188,501213,KUSUMA CELL,JL.MARGOSARI III RT.8/3 NO.17 KEL.MARGOSARI,085268312437,,2051224,Banyumas,35676,35676,LAMPUNG,Z00,0,3006,5.0,2,58,77,01.02.2026,2020-03-10 00:00:00,90052197,90052197,SENIN GANJIL,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,YUDDY SYAHPUTRA,-5.2700811,104.8843862,JUMAT GANJIL,"(-5.32463, 104.83861)",Ganjil,Ganjil
C051,188,501329,WR.TURMINI,JL.SRI GADING RT.1/8 NO.54 KEL.SUKOHARJO III BARAT,085357562414,,2051019,Kali Rejo,35674,35674,LAMPUNG,Z00,0,3006,5.0,2,69,77,11.01.2026,2020-03-10 00:00:00,90052197,90052197,JUMAT GANJIL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,YUDDY SYAHPUTRA,-5.3027467,104.9771317,SELASA GANJIL,"(-5.25893, 105.02571)",Ganjil,Ganjil
C051,188,501818,TK.BAGONG CELL,JL.RY.PANDAN SURAT RT.4/2 NO.24 KEL.PANDANSURAT,085279509110,,2051019,Kali Rejo,35674,35674,LAMPUNG,Z00,0,3006,5.0,2,69,77,27.04.2026,2020-03-11 00:00:00,90052353,90052353,JUMAT GENAP,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,REKI YULIANDRI,-5.3023757,105.0055937,SENIN GENAP,"(-5.27201, 105.03554)",Genap,Genap
C051,188,502192,WR.KRUPUK NAYLA,JL.SEDIA MAJU RT.1/2 NO.4 KEL.SIDOD,085269411222,,2051268,Dusun Parerejo,35381,35381,LAMPUNG,Z00,0,3006,5.0,2,69,77,29.04.2026,2021-01-25 00:00:00,90052353,90052353,SENIN,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,REKI YULIANDRI,-5.402925,105.03669,KAMIS,"(-5.40297, 105.0367)",Weekly,Ganjil
C051,188,5031994,AURA CELL,JL.KH GHOLIB NO134 KEL.PRINGSEWU BARAT KEC.PRINGSEWU,085267632117,,2051036,Pringsewu,35673,35673,LAMPUNG,Z00,0,3006,5.0,2,14,77,27.04.2026,2024-05-28 00:00:00,90052353,90052353,SENIN GANJIL,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,REKI YULIANDRI,-5.346866,104.975266,KAMIS GANJIL,"(-5.39576, 105.02377)",Ganjil,Ganjil
C051,188,5077954,ALFAMART NEGARA SAKA,JL.PEJAMBON RT.2-4 KEL.NEGARA SAKA KEC.NEGERI KATON,081294668671,,2051385,Jati Agung (Jambon),35353,35353,LAMPUNG,Z30,5000000,3006,1.0,1,43,77,01.02.2026,2024-06-20 00:00:00,90052003,90052003,SELASA,0 ,0 ,08:00:00,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,TAUFAN DWI SEPTIAN,-5.2430445,105.14378,SABTU,"(-5.24315, 105.14374)",Weekly,Weekly
C051,188,507849,WR.CHIKA,JL.TANJUNG SARI RT.10/5 NO.31 KEL.TANJUNG SARI KEC.NATAR,089651632921,085269808530,2051511,Batu Puru,35362,35362,LAMPUNG,Z00,0,3006,5.0,2,13,77,27.04.2026,2021-02-25 00:00:00,90051274,90052055,SELASA,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,SUPRAYOGA ABDI PUTRA,-5.292763,105.201593,JUMAT,"(-5.27103, 105.16886)",Weekly,Ganjil
C051,188,5088320,WR THONI,JL.RAYA MADA KELTANJUNG REJO KEC.WAY KHILAU,085798027527,,2051016,Kedondong,35366,35366,LAMPUNG,Z00,0,3006,5.0,2,69,77,11.01.2026,2024-06-25 00:00:00,90052353,90052353,RABU GENAP,0 ,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,REKI YULIANDRI,-5.4643317,104.9788427,SELASA GENAP,"(-5.4629, 104.98178)",Genap,Genap
C051,188,5114134,TK.IBU SUMI,JL.BAYANGKARA BEGELEN V  KEL.BEGELEN KEC.GEDUNG TATAAN,082281629658,,2051156,Gedong Tata'an,35366,35366,LAMPUNG,Z00,0,3006,5.0,2,69,77,02.04.2026,2024-07-08 00:00:00,90052353,90052353,SABTU GENAP,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,REKI YULIANDRI,-5.372846,105.104899,JUMAT GENAP,"(-5.37282, 105.10487)",Genap,Genap
C051,188,5114135,WR.MBAH GIENG,KAMULYAN KEL.KALIREJO KEC.NEGERI KATON,083149174585,,2051156,Gedong Tata'an,35365,35365,LAMPUNG,Z00,0,3006,5.0,2,69,77,01.02.2026,2024-07-08 00:00:00,90052353,90052353,JUMAT GENAP,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,REKI YULIANDRI,-5.333526,105.106989,SENIN GENAP,"(-5.33449, 105.10711)",Genap,Genap
C051,188,5114315,ALFAMART KALIREJO PESAWARAN,JL.RAYA KALIREJO RT.4-2 KEL.KALIREJO KEC.NEGERI KATON,081291668671,,2051011,Gading Rejo,34174,10110,LAMPUNG,Z30,5000000,3006,1.0,1,43,77,01.02.2026,2024-07-08 00:00:00,90052003,90052003,SENIN,08:00:00,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,TAUFAN DWI SEPTIAN,-5.327127,105.09127,SABTU,"(-5.32727, 105.0917)",Weekly,Weekly
C051,188,511976,WR.REZA,JL.AMBARAWA RT.3 NO.41 KEL.TANJUNG ANOM KEC.AMBARAWA,085783308716,,2051002,Ambarawa,35673,35673,LAMPUNG,Z12,2745521,3006,1.0,2,69,77,11.01.2026,2020-04-03 00:00:00,90052197,90052197,JUMAT GENAP,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,YUDDY SYAHPUTRA,-5.405577,104.929033,RABU GENAP,"(-5.4365, 104.96428)",Genap,Genap
C051,188,512714,WR.BU LINA,JL.MERPATI RT.1/4 NO.7 KEL.PAJARESUK KEC.PRINGSEWU,085382053176,,2051036,Pringsewu,35673,35673,LAMPUNG,Z00,0,3006,5.0,2,14,77,16.02.2026,2020-04-06 00:00:00,90052197,90052197,SABTU GENAP,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,YUDDY SYAHPUTRA,-5.3605767,104.9498967,RABU GENAP,"(-5.43323, 104.9669)",Genap,Genap
C051,188,512886,SALON TUTI,JL.KEJAKSAAN RT.3 NO.9 KEL.PRINGSEWU BARAT KEC.PRINGSEWU,082184431373,,2051036,Pringsewu,35673,35673,LAMPUNG,Z00,0,3006,5.0,2,69,77,16.02.2026,2020-04-06 00:00:00,90052197,90052197,SABTU GENAP,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,YUDDY SYAHPUTRA,-5.3508583,104.9667467,SABTU GENAP,"(-5.39576, 105.02377)",Genap,Genap
C051,188,5134969,KANTIN SAHABAT,JL.SAPUHANDA NO.01 KEL.AMBARAWA KEC.PRINGSEWU,085669363435,,2051002,Ambarawa,35376,35376,LAMPUNG,Z00,0,3006,5.0,2,14,77,27.04.2026,2024-07-17 00:00:00,90052353,90052353,SELASA GENAP,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,REKI YULIANDRI,-5.407877,104.963448,SELASA GENAP,"(-5.43323, 104.9669)",Genap,Genap
C051,188,5146908,PFM CIK DITIRO,JL.TEUKU CIK DITIRO RT.2 BLOK.BRT9 NO.2 KEL.BERINGIN RAYA,082181486004,,2051068,Kemiling,35168,35168,LAMPUNG,Z30,5000000,3006,1.0,1,87,77,01.02.2026,2024-07-22 00:00:00,90052003,90052003,SENIN,08:00:00,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,TAUFAN DWI SEPTIAN,-5.398602,105.203368,RABU,"(-5.39869, 105.20357)",Weekly,Weekly
C051,188,5147911,PFM HAYAM WURUK,JL.HAYAM WURUK RT.1 NO.138 KEL.KEBON JERUK KEC.TANJUNGKARANG,082181486004,,2051106,Ps. Tugu,35125,10110,LAMPUNG,Z30,5000000,3006,1.0,1,87,77,06.02.2026,2024-07-22 00:00:00,90052003,90052003,SELASA,0 ,0 ,08:00:00,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,TAUFAN DWI SEPTIAN,-5.408708,105.263599,RABU,"(-5.40858, 105.2636)",Weekly,Weekly
C051,188,5155750,TK.DARMAJAYA,"JL.RAYA KEDONDONG DESA TANJUNG AGUNG,  RT 02/RW 02 KEL.TANJU",088286262472,,2051016,Kedondong,35367,35367,LAMPUNG,Z12,2000000,3006,1.0,2,69,77,01.02.2026,2024-07-25 00:00:00,90052353,90052353,KAMIS GENAP,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,REKI YULIANDRI,-5.422984,105.037934,KAMIS GENAP,"(-5.42306, 105.03787)",Genap,Genap
C051,188,5175060,TK.RIRIN,"GUMUK REJO 1 KEL.GUMUK REJO KEC,PAGELARAN",087881574964,,2051482,Pasir Ukir,35675,35675,LAMPUNG,Z00,0,3006,5.0,2,69,77,11.01.2026,2024-08-02 00:00:00,90052197,90052197,KAMIS GENAP,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,YUDDY SYAHPUTRA,-5.369488,104.920085,SENIN GENAP,"(-5.38337, 104.87499)",Genap,Genap
C051,188,5181234,WR.SITI,DESA TANJUNG REJO RT.01 KEL.TANJUNG REJO KEC.NEGERI KATON,085840323925,,2051156,Gedong Tata'an,35371,35371,LAMPUNG,Z00,0,3006,5.0,2,69,77,01.02.2026,2024-08-05 00:00:00,90052353,90052353,JUMAT GENAP,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,REKI YULIANDRI,-5.331262,105.135703,SENIN GENAP,"(-5.33141, 105.13596)",Genap,Genap
C051,188,5189383,TK.QISWA MART,JL.RAYA KEDONDONG KEL.TEBA JAWA KEC.KEDONDONG,081366972967,,2051016,Kedondong,35381,35381,LAMPUNG,Z00,0,3006,5.0,2,14,77,31.08.2025,2024-08-08 00:00:00,90052353,90052353,SENIN GANJIL,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,REKI YULIANDRI,-5.451626,105.006247,SABTU GANJIL,"(-5.45164, 105.00636)",Ganjil,Ganjil
C051,188,5189384,WR.MEMEY,JL.DESA KEBON KELAPA KEL.KEDONDONG KEC.KEDONDONG,081279999551,,2051016,Kedondong,35381,35381,LAMPUNG,Z00,0,3006,5.0,2,14,77,01.02.2026,2024-08-08 00:00:00,90052353,90052353,RABU GENAP,0 ,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,REKI YULIANDRI,-5.472696,105.003379,SABTU GENAP,"(-5.47277, 105.00316)",Genap,Genap
C051,188,5189386,KANTIN ASSWADAH MART,JL.DWI KARYA SUMBER SARI 2 KEL.TAMAN SARI KEC.GEDUNG TATAAN,082180297892,,2051156,Gedong Tata'an,35366,35366,LAMPUNG,Z00,0,3006,5.0,2,13,77,30.03.2026,2024-08-08 00:00:00,90051274,90051274,JUMAT,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,08:00:00,0 ,0 ,SUPRAYOGA ABDI PUTRA,-5.358163,105.144768,KAMIS,"(-5.35818, 105.14527)",Weekly,Weekly
C051,188,5192167,TK.GAYENG,JL.DESA BULU MANIS RT/RW 013/005 KEL.BULUREJO KEC.GADING REJ,085328879316,,2051011,Gading Rejo,35372,35372,LAMPUNG,Z00,0,3006,5.0,2,69,77,11.01.2026,2024-08-09 00:00:00,90052353,90052353,KAMIS GANJIL,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,REKI YULIANDRI,-5.366786,105.026375,KAMIS GANJIL,"(-5.39576, 105.02377)",Ganjil,Ganjil
C051,188,5207002,TK.ATHARRAZKA,JL.GANG ASEM RT/RW 010/001 KEL.GUMUK REJO KEC.PAGELARAN,081539253126,,2051482,Pasir Ukir,35675,35675,LAMPUNG,Z00,0,3006,5.0,2,69,77,11.01.2026,2024-08-15 00:00:00,90052197,90052197,KAMIS GENAP,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,YUDDY SYAHPUTRA,-5.369919,104.920883,JUMAT GENAP,"(-5.38337, 104.87499)",Genap,Genap
C051,188,5207003,TK.ANAS,JL.JATI UKIR RT/RW 003/001  KEL.GUMUK REJO KEC.PAGELARAN,085865651825,,2051482,Pasir Ukir,35675,35675,LAMPUNG,Z00,0,3006,5.0,2,69,77,11.01.2026,2024-08-15 00:00:00,90052197,90052197,KAMIS GENAP,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,YUDDY SYAHPUTRA,-5.368821,104.921622,SENIN GENAP,"(-5.38337, 104.87499)",Genap,Genap
C051,188,521466,WR.KAK ROS,JL.SEJAHTERA NO.13 GG.TEJOMARTANI KEL.BRANTI RAYA KEC.NATAR,+6285380253861,,2051028,Natar,35362,35362,LAMPUNG,Z00,0,3006,5.0,2,58,77,13.04.2026,2020-04-28 00:00:00,90051274,90051274,SELASA,0 ,0 ,08:00:00,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,SUPRAYOGA ABDI PUTRA,-5.25357,105.17687,JUMAT,"(-5.26165, 105.1659)",Weekly,Weekly
C051,188,5216773,WR.HAMIDAH,JL.DESA KUBU BATU RT/RW 002/001 KEL.KUBU BATU KEC.WAY KHILAU,085709619599,,2051016,Kedondong,35368,35368,LAMPUNG,Z00,0,3006,5.0,2,14,77,31.08.2025,2024-08-19 00:00:00,90052353,90052353,RABU GENAP,0 ,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,REKI YULIANDRI,-5.475662,104.990185,SABTU GENAP,"(-5.47562, 104.99027)",Genap,Genap
C051,188,521844,TK.MUSTAKIMAH,JL.SUKOHARJO III NO.68 KEL.SUKOHARJO III KEC.SUKOHARJO,081272164623,,2051158,Rowo Rejo,35674,35674,LAMPUNG,Z00,0,3006,5.0,2,42,77,30.05.2023,2020-04-29 00:00:00,90051274,90051274,JUMAT GANJIL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,SUPRAYOGA ABDI PUTRA,,,,,Ganjil,Ganjil
C051,188,524091,WR.SUPRI-ENG CELL,DS.SUKARAJA II RT.2/1 NO.5 KEL.SUKARAJA KEC.GD.TATAAN,082278888238,,2051156,Gedong Tata'an,35371,35371,LAMPUNG,Z12,4132823,3006,1.0,2,58,77,30.03.2026,2021-09-15 00:00:00,90051274,90052438,JUMAT,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,SUPRAYOGA ABDI PUTRA,-5.3894777,105.1027811,KAMIS,"(-5.39007, 105.1018)",Weekly,Ganjil
C051,188,5243438,WR.ANR,JL.DESA WONOKARTO RT/RW 004/002 KEL.WONODADI UTARA KEC.GADIN,082178374302,,2051011,Gading Rejo,35372,35372,LAMPUNG,Z00,0,3006,5.0,2,14,77,01.02.2026,2024-09-02 00:00:00,90052353,90052353,SABTU GANJIL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,0 ,REKI YULIANDRI,-5.370575,105.058977,JUMAT GANJIL,"(-5.3747, 105.0692)",Ganjil,Ganjil
C051,188,5243439,WR.LINDA,JL.DUSUN DADIREJO RT/RW 012/004 KEL.WARINGIN SARI KEC.ADILUW,085268831002,,2051036,Pringsewu,35674,35674,LAMPUNG,Z00,0,3006,5.0,2,69,77,01.02.2026,2024-09-02 00:00:00,90052197,90052197,JUMAT GANJIL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,YUDDY SYAHPUTRA,-5.262727,105.014571,SELASA GANJIL,"(-5.25893, 105.02571)",Ganjil,Ganjil
