Customer;Name 1;Street;Telephone 1;Telephone 2;Zone;SDst;Represent.;Pers.No.;Sales;#N/A;JWK;MonFrom1;MonFrom2;TueFrom1;TueFrom2;WedFrom1;WedFrom2;ThuFrom1;ThuFrom2;FriFrom1;FriFrom2;SatFrom1;SatFrom2;DChl;CGrp;PayT;Cred.limit;Post.Code;Plnt;Created on;Created on
5581407;TOKO KUSRIN;TRI MAKMUR JAYA RT/RW 001/004;8.23E+10;;2051176;34682;90052418;90052418;Yuda Nurisman;F2 GT;Selasa Genap;;;;08:00:00;;;;;;;;;2;14;Z00;0;34682;3042;02.06.2025;02.06.2025
5581441;TOKO IBU DESNA;JL TULANG BAWANG GUNUNG KEMALA RT/RW 002/004;8.13E+10;;2051176;34682;90052418;90052418;Yuda Nurisman;F2 GT;Rabu Genap;;;;;;08:00:00;;;;;;;2;69;Z00;0;34682;3042;02.06.2025;02.06.2025
5581442;TK JASMIN;TRI MAKMUR JAYA RT 001 RW 002 KEL TRI MAKMUR JAYA;8.23E+10;;2051176;34682;90052418;90052418;Yuda Nurisman;F2 GT;Selasa Genap;;;;08:00:00;;;;;;;;;2;69;Z00;0;34682;3042;02.06.2025;02.06.2025
5582813;TOKO SUSI;SETIA BUMI RT/RW 001/009;8.14E+10;;2051630;34682;90052442;90052442;Rudi Anggoro;F2 GT;Senin Genap;;08:00:00;;;;;;;;;;;2;14;Z00;0;34682;3042;05.06.2025;05.06.2025
5582814;TOKO FAHRI CELL;MULYO JADI RT/RW 026/004;6.29E+12;;2051630;34682;90052442;90052442;Rudi Anggoro;F2 GT;Senin Genap;;08:00:00;;;;;;;;;;;2;69;Z00;0;34682;3042;05.06.2025;05.06.2025
5746418;WR MBOK DELES;MAKARTI TAMA RT/RW 005/007 KEC GEDUNG AJI BARU;8.58E+10;;2051136;34595;90052449;90052449;Beni Saputra;F2 GT;Rabu Genap;;;;;;08:00:00;;;;;;;2;14;Z00;0;34595;3042;08.01.2026;08.01.2026
5746420;R.A FROZEN FOOD;JL LINTAS RAWAJITU KEL MAKARTI TAMA KEC GEDUNG AJI BARU;8.24E+10;;2051136;34595;90052449;90052449;Beni Saputra;F2 GT;Rabu Genap;;;;;;08:00:00;;;;;;;2;14;Z00;0;34595;3042;08.01.2026;08.01.2026
5793843;TK SRITARNO;SUKA BHAKTI RT 006 RW 002 KEC GEDUNG AJI BARU;6.28E+12;;2051138;34593;90052449;90052449;Beni Saputra;F2 GT;Rabu Genap;;;;;;08:00:00;;;;;;;2;14;Z00;0;34593;3042;26.02.2026;26.02.2026
5584322;IRWAN BRI LINK;INDRALOKA II RT 003 RW 001 KEL INDRALOKA II KEC WAY KENANGA;6.28E+12;;2051145;34593;90052301;90052301;Ihwal Bayu Saddera;F4 GT;Kamis;;;;;;;08:00:00;08:00:00;;;;;2;13;Z00;0;34593;3042;09.06.2025;09.06.2025
5796121;TK MUTMAINAH;SIDOMEKAR RT015 RW005 KEC GEDUNG AJI BARU;6.28E+12;;2051136;34593;90052449;90052449;Beni Saputra;F2 GT;Rabu Genap;;;;;;08:00:00;;;;;;;2;14;Z00;0;34593;3042;02.03.2026;02.03.2026
5586137;KOP PONPES NURANI SYIFA;DAYA ASRI RT/RW 002/005 KEL.DAYA ASRI KEC.TUMIJAJAR;8.24E+10;;2051077;34593;90052418;90052418;Yuda Nurisman;F2 GT;Kamis Ganjil;;;;;;;08:00:00;;;;;;2;69;Z00;0;34593;3042;12.06.2025;12.06.2025
5586318;TK NENENG;PANCA WARNA RT 002 RW 006 KEL PANCA WARNA KEC WAY SERDANG;6.29E+12;;2051171;34698;90052442;90052442;Rudi Anggoro;F2 GT;Kamis Genap;;;;;;;;08:00:00;;;;;2;69;Z00;0;34593;3042;13.06.2025;13.06.2025
5586456;TOKO MBA YULI;BANGUN JAYA;8.54E+10;;2051143;34697;90052442;90052442;Rudi Anggoro;F2 GT;Jumat Genap;;;;;;;;;;08:00:00;;;2;14;Z00;0;34697;3042;13.06.2025;13.06.2025
5586458;TOKO ANDRIAN RIFAI;BANGUN JAYA RT/RW 004/002;8.22E+10;;2051143;34697;90052442;90052442;Rudi Anggoro;F2 GT;Jumat Genap;;;;;;;;;;08:00:00;;;2;69;Z00;0;34697;3042;13.06.2025;13.06.2025
5586459;TK FADIL;BANGUN JAYA RT 004 RW 001 KEL BANGUN JAYA KEC TANJUNG RAYA;6.28E+12;;2051143;34697;90052442;90052442;Rudi Anggoro;F2 GT;Jumat Genap;;;;;;;;;;08:00:00;;;2;58;Z00;0;34593;3042;13.06.2025;13.06.2025
5586461;TOKO ENZI;SINAR LAGA RT/RW 016/005;8.23E+10;;2051143;34697;90052442;90052442;Rudi Anggoro;F2 GT;Jumat Genap;;;;;;;;;;08:00:00;;;2;69;Z00;0;34697;3042;13.06.2025;13.06.2025
5587475;TK DESTA JAYA;JL TALANG TEMBESU NO 389 RT 002 RW 004 KEL UJUNG GUNUNG;6.28E+12;;2051178;34593;90052301;90052301;Ihwal Bayu Saddera;F4 GT;Rabu;;;;;08:00:00;08:00:00;;;;;;;2;13;Z00;0;34593;3042;16.06.2025;16.06.2025
5799088;TK YAYUK HIDAYAH;SIDOMEKAR RT 019 RW 006 KEC GEDUNG AJI BARU TBB;8.54E+10;;2051136;34593;90052449;90052449;Beni Saputra;F2 GT;Rabu Genap;;;;;;08:00:00;;;;;;;2;14;Z00;0;34593;3042;06.03.2026;06.03.2026
5588994;TOKO 2 R;INDRALOKA JAYA RT/RW 011/003;8.22E+10;;2051180;34593;90052442;90052442;Rudi Anggoro;F2 GT;Selasa Genap;;;;08:00:00;;;;;;;;;2;69;Z00;0;34593;3042;19.06.2025;19.06.2025
5589043;TOKO MALIK;BUKA POSO RT/RW 005/002;8.22E+10;;2051169;34593;90052442;90052442;Rudi Anggoro;F2 GT;Senin Ganjil;08:00:00;;;;;;;;;;;;2;58;Z00;0;34593;3042;19.06.2025;19.06.2025
5590174;TK VINA;JL III UGI RT/RW 001/002;8.78E+10;;2051184;34593;90052418;90052418;Yuda Nurisman;F2 GT;Rabu Genap;;;;;;08:00:00;;;;;;;2;69;Z00;0;34593;3042;23.06.2025;23.06.2025
5590175;KOP PONPES LIRBOYO 16 MESUJI;JL RADEN INTAN RT/RW 003/001 KEL MUKTI KARYA KEC PANCA JAYA;8.88E+11;;2051141;34593;90052301;90052301;Ihwal Bayu Saddera;F4 GT;Jumat;;;;;;;;;08:00:00;08:00:00;;;2;13;Z00;0;34593;3042;23.06.2025;23.06.2025
5590296;TK NDESO CELL;PULUNG KENCANA RT 002 RW 001 KEL PULUNG KENCANA KEC TULANG;8.22E+10;;2051237;34593;90052418;90052418;Yuda Nurisman;F2 GT;Kamis Ganjil;;;;;;;08:00:00;;;;;;2;69;Z00;0;34593;3042;23.06.2025;25.09.2025
5590937;RR CELL;TOTO KATON RT/RW 010/004;8.23E+10;;2051570;34593;90052442;90052442;Rudi Anggoro;F2 GT;Senin Genap;;08:00:00;;;;;;;;;;;2;14;Z00;0;34593;3042;24.06.2025;24.06.2025
5591720;KOPRASI SMAN 1 PANAWARTAMA;JL PATOHA BOGA TAMA RT/RW 002/002;8.53E+10;;2051134;34698;90052301;90052301;Ihwal Bayu Saddera;F4 GT;Sabtu;;;;;;;;;;;08:00:00;08:00:00;2;13;Z00;0;34698;3042;26.06.2025;26.06.2025
5821570;TK AK ANANDA KREASI;SIDO MUKTI RT 009 RW 003 KEC GEDUNG AJI BARU;;8.23E+10;2051136;34595;90052449;90052449;Beni Saputra;F2 GT;Rabu Genap;;;;;;08:00:00;;;;;;;2;14;Z00;0;34595;3042;17.04.2026;17.04.2026
5835935;TK RANMEL;SIDO MUKTI RT 22 RW 6 KEC GEDUNG AJI BARU;;8.22E+10;2051137;34595;90052449;90052449;Beni Saputra;F2 GT;Rabu Genap;;;;;;08:00:00;;;;;;;2;14;Z00;0;34595;3042;11.06.2026;11.06.2026
459207;TK.DINI;SIDOMULYO RT.1-5 KEL.SIDOMULYO KEC.PENAWAR TAMA;8.54E+10;;2051132;34593;90052449;90052449;Beni Saputra;F2 GT;Sabtu Ganjil;;;;;;;;;;;08:00:00;;2;14;Z00;0;34593;3042;10.07.2019;20.01.2025
602333;TK.SUMBER LESTARI;SIDO MULYO RT 002 RW 009 KEL SIDOMULYO KEC PENAWAR TAMA;8.22E+10;;2051132;34593;90052449;90052449;Beni Saputra;F2 GT;Sabtu Ganjil;;;;;;;;;;;08:00:00;;2;13;Z00;0;34593;3042;22.10.2020;05.11.2025
5594185;TOKO IRAWAN;GUNUNG AGUNG RT/RW 012/007;8.23E+10;;2051150;34691;90052442;90052442;Rudi Anggoro;F2 GT;Rabu Genap;;;;;;08:00:00;;;;;;;2;14;Z00;0;34691;3042;02.07.2025;02.07.2025
5595099;TK ROMINSAH;TANJUNG MENANG RAYA RT/RW 002/001;8.23E+10;;2051573;34697;90052301;90052301;Ihwal Bayu Saddera;F4 GT;Jumat;;;;;;;;;08:00:00;08:00:00;;;2;58;Z00;0;34697;3042;04.07.2025;04.07.2025
5595100;TK BU ASTRI;DESA TANJUNG MENANG RT/RW 004/003;8.24E+10;;2051573;34697;90052442;90052442;Rudi Anggoro;F2 GT;Jumat Genap;;;;;;;;;;08:00:00;;;2;14;Z00;0;34697;3042;04.07.2025;04.07.2025
5595101;TK ELVANO;DESA MARGOJADI RT 1 RW 3 KEL MARGOJADI KEC MESUJI TIMUR;8.24E+10;;2051573;34697;90052442;90052442;Rudi Anggoro;F2 GT;Jumat Ganjil;;;;;;;;;08:00:00;;;;2;58;Z00;0;34697;3042;04.07.2025;04.07.2025
2571357;TK.ARMA;TRI TUNGGAL JAYA RT.8-3 KEL.TRI TUNGGAL JAYA KEC.PENAWAR;8.13E+10;;2051398;34593;90052449;90052449;Beni Saputra;F2 GT;Sabtu Ganjil;;;;;;;;;;;08:00:00;;2;69;Z00;0;34593;3042;05.01.2023;20.01.2025
5596058;TK PARTINI;JL MUTIARA BUNDA ,TUNGGAL WARGA RT/RW 001/003;8.23E+09;;2051148;34682;90052418;90052418;Yuda Nurisman;F2 GT;Jumat Genap;;;;;;;;;;08:00:00;;;2;14;Z00;0;34682;3042;07.07.2025;07.07.2025
5596071;TK MBA ITA;BANJAR AGUNG RT/RW 003/003;8.54E+10;;2051148;34682;90052301;90052301;Ihwal Bayu Saddera;F4 GT;Senin;08:00:00;08:00:00;;;;;;;;;;;2;13;Z00;0;34682;3042;07.07.2025;07.07.2025
5442799;WR.SUMBER REZEKI;SIDOMULYO KEL.SIDOMULYO KEC.PENAWAR TAMA;8.20E+10;;2051010;34593;90052449;90052449;Beni Saputra;F2 GT;Sabtu Ganjil;;;;;;;;;;;08:00:00;;2;58;Z00;0;34593;3042;09.01.2025;09.01.2025
5596138;TK DEVI PAGAR BUANA;PAGAR BUANA RT 013 RW 004 KEL PAGAR BUANA KEC WAY KENANGA;6.29E+12;;2051175;34593;90052418;90052418;Yuda Nurisman;F2 GT;Senin Ganjil;08:00:00;;;;;;;;;;;;2;14;Z00;0;34593;3042;07.07.2025;20.04.2026
5450067;TK AYU PLASTIK;SIDO MULYO RT 001RW 001 KEL.SIDO MULYO;8.22E+10;;2051132;34593;90052449;90052449;Beni Saputra;F2 GT;Sabtu Ganjil;;;;;;;;;;;08:00:00;;2;13;Z00;0;34593;3042;13.01.2025;22.08.2025
5597295;TK ABDULRAHMAN;INDRALOKA II RT/RW 014/004, KEC WAY KENANGA,;8.22E+10;;2051180;34684;90052442;90052442;Rudi Anggoro;F2 GT;Selasa Genap;;;;08:00:00;;;;;;;;;2;58;Z00;0;34684;3042;10.07.2025;10.07.2025
5597403;WR HASKIA;MAJU JAYA RT 001 RW 001 KEL MAJU JAYA KEC PANCA JAYA;8.23E+10;;2051142;34698;90052442;90052442;Rudi Anggoro;F2 GT;Jumat Genap;;;;;;;;;;08:00:00;;;2;69;Z00;0;34698;3042;10.07.2025;11.09.2025
5597549;TK PAK UDIN;TUNGGAL WARGA BANJAR AGUNG RT/RW 005/007;8.23E+10;;2051148;34682;90052418;90052418;Yuda Nurisman;F2 GT;Jumat Genap;;;;;;;;;;08:00:00;;;2;69;Z00;0;34682;3042;10.07.2025;10.07.2025
5597988;TK AMIN;KAHURIPAN DALEM RT/RW 002/005 KEC. MENGGALA TIMUR;8.52E+10;;2051176;34593;90052418;90052418;Yuda Nurisman;F2 GT;Selasa Ganjil;;;08:00:00;;;;;;;;;;2;69;Z00;0;34593;3042;11.07.2025;11.07.2025
5597991;TK MBAK DEVI;KARYA MURNI JAYA RT/RW 001/001, KEC. BANJAR BARU;6.29E+12;;2051177;34593;90052418;90052418;Yuda Nurisman;F2 GT;Selasa Ganjil;;;08:00:00;;;;;;;;;;2;58;Z00;0;34593;3042;11.07.2025;11.07.2025
5556388;TK.TIARA;TRI TUNGGAL KEL.TRI TUNGGAL JAYA KEC.PENAWAR TAMA;8.58E+10;;2051134;34595;90052449;90052449;Beni Saputra;F2 GT;Sabtu Ganjil;;;;;;;;;;;08:00:00;;2;14;Z00;0;34595;3042;25.03.2025;25.03.2025
5593927;TK BARRA MART;SIDOMULYO RT 002 RW 001 KEL SIDOMULYO;8.58E+10;;2051132;34593;90052449;90052449;Beni Saputra;F2 GT;Sabtu Ganjil;;;;;;;;;;;08:00:00;;2;58;Z00;0;34593;3042;02.07.2025;14.08.2025
5598767;WR OLIVE;WIRA BANGUN RT/RW 006/002, KEC SIMPANG PEMATANG;8.22E+10;;2051146;34698;90052442;90052442;Rudi Anggoro;F2 GT;Sabtu Genap;;;;;;;;;;;;08:00:00;2;58;Z00;0;34698;3042;14.07.2025;14.07.2025
5599912;TK RIVAL CELL;MULYA JAYA RT/RW 005/002, KEC GUNUNG AGUNG;8.23E+10;;2051152;34593;90052442;90052442;Rudi Anggoro;F2 GT;Rabu Genap;;;;;;08:00:00;;;;;;;2;69;Z00;0;34593;3042;16.07.2025;16.07.2025
5599914;TK ARUNA 29 CELL;AGUNG JAYA RT/RW 016/004 WAY KENANGA;8.54E+10;;2051149;34593;90052301;90052301;Ihwal Bayu Saddera;F4 GT;Kamis;;;;;;;08:00:00;08:00:00;;;;;2;58;Z00;0;34593;3042;16.07.2025;16.07.2025
5685600;WR BU NUR;TRI JAYA RT/RW 003/003 KEL TRI JAYA KEC PENAWAR TAMA;6.28E+12;;2051010;34593;90052449;90052449;Beni Saputra;F2 GT;Sabtu Ganjil;;;;;;;;;;;08:00:00;;2;58;Z00;0;34593;3042;19.11.2025;19.11.2025
5601002;WR SARBINI;KIBANG YEKTI JAYA RT 003 RW 001 KEL KIBANG YEKTI JAYA;8.24E+10;;2051392;34593;90052418;90052418;Yuda Nurisman;F2 GT;Senin Ganjil;08:00:00;;;;;;;;;;;;2;69;Z00;0;34593;3042;18.07.2025;25.07.2025
5601003;TK AMANAH SEMBAKO;TOTO KATON RT 013 RW 001 KEL TOTO KATON KEC BATU PUTIH;8.13E+10;;2051570;34593;90052442;90052442;Rudi Anggoro;F2 GT;Senin Genap;;08:00:00;;;;;;;;;;;2;14;Z00;0;34593;3042;18.07.2025;22.12.2025
5601079;TK LASKAR;TUNAS JAYA RT 007 RW 002 KEL TUNAS JAYA;6.28E+12;;2051152;34593;90052301;90052301;Ihwal Bayu Saddera;F4 GT;Kamis;;;;;;;08:00:00;08:00:00;;;;;2;13;Z00;0;34593;3042;18.07.2025;18.07.2025
5601879;KANTIN AZ ZAHRA;DWI WARGA TUNGGAL JAYA RT 006 RW 004 KEL DWI WARGA TUNGGAL;8.54E+10;;2051148;34593;90052301;90052301;Ihwal Bayu Saddera;F4 GT;Selasa;;;08:00:00;08:00:00;;;;;;;;;2;67;Z00;0;34593;3042;21.07.2025;21.07.2025
5685604;TK AURA CELL;DSN SIDOMULYO RT/RW 003/006 KEC PENAWAR AJI;6.29E+12;;2051132;34593;90052449;90052449;Beni Saputra;F2 GT;Sabtu Ganjil;;;;;;;;;;;08:00:00;;2;58;Z00;0;34593;3042;19.11.2025;19.11.2025
5776432;TK PUJI ASTUTI;JALAN DUREN , RT/002 RW/001, KEL SIDOMULYO, KEC PENAWAR TAMA;8.22E+10;;2051132;34593;90052449;90052449;Beni Saputra;F2 GT;Sabtu Ganjil;;;;;;;;;;;08:00:00;;2;14;Z00;0;34593;3042;05.02.2026;05.02.2026
5602132;TK MERDEKA TSM;LABUHAN MAKMUR RT/RW 001/001 KEC WAY SERDANG KAB MESUJI;8.78E+10;;2051169;34593;90052442;90052442;Rudi Anggoro;F2 GT;Kamis Ganjil;;;;;;;08:00:00;;;;;;2;58;Z00;0;34593;3042;21.07.2025;21.07.2025
5802835;TK KENAN;TRI TUNGGAL JAYA RT 006 RW 002 KEC TRI TUNGGAL JAYA;8.23E+10;;2051010;34682;90052449;90052449;Beni Saputra;F2 GT;Sabtu Ganjil;;;;;;;;;;;08:00:00;;2;14;Z00;0;34682;3042;12.03.2026;12.03.2026
271050;TK DANI;JL.KAKAK TUA RT 003 RW 003 NO.16 KEL TRI REJO MULYO;8.24E+10;;2051398;34595;90052449;90052449;Beni Saputra;F2 GT;Sabtu Genap;;;;;;;;;;;;08:00:00;2;69;Z00;0;34595;3042;08.12.2015;22.08.2025
5602160;WR HAPPY;MARGO BHAKTI RT/RW 002/001 KEC WAY SERDANG KAB MESUJI;8.22E+10;;2051171;34593;90052442;90052442;Rudi Anggoro;F2 GT;Kamis Ganjil;;;;;;;08:00:00;;;;;;2;69;Z00;0;34593;3042;21.07.2025;21.07.2025
5602166;TK DAFFA LABUHAN;LABUHAN BATIN RT/RW 004/004 WAY SERDANG;8.53E+10;;2051169;34593;90052442;90052442;Rudi Anggoro;F2 GT;Senin Ganjil;08:00:00;;;;;;;;;;;;2;69;Z00;0;34593;3042;21.07.2025;21.07.2025
5603345;BERKAH MITRA MART;TANJUNG MAS MULYA RT 002 RW 001 KEL TANJUNG MAS MULYA;8.23E+10;;2051153;34595;90052442;90052442;Rudi Anggoro;F2 GT;Jumat Ganjil;;;;;;;;;08:00:00;;;;2;14;Z00;0;34595;3042;23.07.2025;09.01.2026
5604681;TK BU KARTI;KAHURIPAN JAYA RT/RW 004/004 KEC BANJAR BARU;8.14E+10;;2051176;34593;90052418;90052418;Yuda Nurisman;F2 GT;Sabtu Genap;;;;;;;;;;;;08:00:00;2;69;Z00;0;34593;3042;25.07.2025;25.07.2025
5604684;TK AKMAL HADI;KIBANG BUDI JAYA RT/RW 005/001 KEC LAMBU KIBANG;8.13E+10;;2051149;34593;90052418;90052418;Yuda Nurisman;F2 GT;Sabtu Genap;;;;;;;;;;;;08:00:00;2;14;Z00;0;34593;3042;25.07.2025;25.07.2025
5604782;TK KASIANTO;PANCA KARSA PURNA JAYA RT 004 RW 004 KEL PANCA KARSA PURNA;8.20E+10;;2051176;34593;90052418;90052418;Yuda Nurisman;F2 GT;Selasa Ganjil;;;08:00:00;;;;;;;;;;2;58;Z00;0;34593;3042;25.07.2025;25.07.2025
5605770;TK EK MITRA UTAMA;SETIA AGUNG RT/RW 005/003 KEC GUNUNG TERANG;8.52E+10;;2051392;34593;90052442;90052442;Rudi Anggoro;F2 GT;Rabu Genap;;;;;;08:00:00;;;;;;;2;14;Z00;0;34593;3042;28.07.2025;28.07.2025
5605776;TK YULI;JAYA MAKMUR RT/RW 004/001 KEC BANJAR BARU;8.13E+10;;2051176;34593;90052418;90052418;Yuda Nurisman;F2 GT;Sabtu Genap;;;;;;;;;;;;08:00:00;2;13;Z00;0;34593;3042;28.07.2025;28.07.2025
5605792;TK EMBUN CELL;SUKA JAYA RT/RW 001/005 KEC GUNUNG AGUNG,;8.23E+10;;2051151;34593;90052442;90052442;Rudi Anggoro;F2 GT;Rabu Genap;;;;;;08:00:00;;;;;;;2;69;Z00;0;34593;3042;28.07.2025;28.07.2025
5606493;TK MBA RINI;HARAPAN JAYA RT/RW 003/001, KEC SIMPANG PEMATANG,;8.13E+10;;2051146;34593;90052442;90052442;Rudi Anggoro;F2 GT;Sabtu Genap;;;;;;;;;;;;08:00:00;2;58;Z00;0;34593;3042;29.07.2025;29.07.2025
5606500;TK BAROKAH TANI;TRI TUNGGAL JAYA RT/RW 003/005, KEC BANJAR AGUNG,;8.13E+10;;2051164;34593;90052301;90052301;Ihwal Bayu Saddera;F4 GT;Selasa;;;08:00:00;08:00:00;;;;;;;;;2;13;Z00;0;34593;3042;29.07.2025;29.07.2025
315342;TK LINA;JL.P DIPONEGORO RT 020 RW 005 NO.4 KEL SIDO HARJO KEC;8.13E+10;;2051398;34595;90052449;90052449;Beni Saputra;F2 GT;Sabtu Genap;;;;;;;;;;;;08:00:00;2;14;Z00;0;34595;3042;28.10.2016;22.08.2025
2951092;TK SUKANI;JL.GELATIK NO.30 RT 002 RW 004 KEL TRI REJO MULYO;8.58E+10;;2051398;34593;90052449;90052449;Beni Saputra;F2 GT;Sabtu Genap;;;;;;;;;;;;08:00:00;2;13;Z00;0;34593;3042;14.03.2023;24.09.2025
5464249;TK.YUNI;WIRA TAMA RT.11-4 KEL.WIRA TAMA;6.28E+12;;2051135;34593;90052449;90052449;Beni Saputra;F2 GT;Sabtu Genap;;;;;;;;;;;;08:00:00;2;14;Z00;0;34593;3042;20.01.2025;20.01.2025
5607926;TK ZIDAN;PENUMANGAN RT/RW 001/011, KEC TULANG BAWANG TENGAH;8.14E+10;;2051085;34593;90052418;90052418;Yuda Nurisman;F2 GT;Jumat Ganjil;;;;;;;;;08:00:00;;;;2;13;Z00;0;34593;3042;01.08.2025;01.08.2025
5608408;SEMBAKO SATIA;SIDO AGUNG RT 006 RW 002 KEL SIDO AGUNG KEC WAY KENANGA;8.23E+10;;2051392;34595;90052418;90052418;Yuda Nurisman;F2 GT;Senin Ganjil;08:00:00;;;;;;;;;;;;2;14;Z00;0;34595;3042;02.08.2025;02.04.2026
5609045;TK ZZUZZU;PULUNG KENCANA RT 001 RW 005 KEL PULUNG KENCANA KEC TULANG;8.22E+10;;2051085;34593;90052418;90052418;Yuda Nurisman;F2 GT;Kamis Ganjil;;;;;;;08:00:00;;;;;;2;58;Z00;0;34593;3042;04.08.2025;04.08.2025
5609046;TK AGENG;TIRTA KENCANA RT 029 RW 005 KEL TIRTA KENCANA KEC TULANG;8.54E+10;;2051239;34593;90052301;90052301;Ihwal Bayu Saddera;F4 GT;Senin;08:00:00;08:00:00;;;;;;;;;;;2;13;Z00;0;34593;3042;04.08.2025;04.08.2025
5609122;WR ANGGUN;GUNUNG AGUNG RT/RW 020/005 KEC GUNUNG TERANG;8.22E+10;;2051151;34593;90052442;90052442;Rudi Anggoro;F2 GT;Rabu Genap;;;;;;08:00:00;;;;;;;2;14;Z00;0;34593;3042;04.08.2025;04.08.2025
5609129;TK MBA MILA;KIBANG BUDI JAYA RT/RW 026/008, KEC LAMBU KIBANG;8.23E+10;;2051149;34593;90052418;90052418;Yuda Nurisman;F2 GT;Sabtu Genap;;;;;;;;;;;;08:00:00;2;69;Z00;0;34593;3042;04.08.2025;04.08.2025
5609135;TK BU TATIK;SAKTI JAYA RT/RW 002/004 KEC BATU PUTIH;8.58E+10;;2051570;34593;90052442;90052442;Rudi Anggoro;F2 GT;Senin Genap;;08:00:00;;;;;;;;;;;2;58;Z00;0;34593;3042;04.08.2025;04.08.2025
5534919;SRC.YANTO;WIRATAMA KEL.WIRATAMA KEC.PENAWAR TAMA;8.23E+10;;2051010;34697;90052449;90052449;Beni Saputra;F2 GT;Sabtu Genap;;;;;;;;;;;;08:00:00;2;69;Z00;0;34697;3042;28.02.2025;28.02.2025
5564196;TK.SISKA FOOD;WIRATAMA KEL.WIRATAMA KEC.PENAWAR TAMA;8.58E+10;;2051010;34593;90052449;90052449;Beni Saputra;F2 GT;Sabtu Genap;;;;;;;;;;;;08:00:00;2;69;Z00;0;34593;3042;15.04.2025;15.04.2025
5613353;WR KITO CELL;KIBANG YEKTI JAYA RT 012 RW 004 KEL KIBANG YEKTI JAYA;8.23E+10;;2051392;34593;90052418;90052418;Yuda Nurisman;F2 GT;Senin Ganjil;08:00:00;;;;;;;;;;;;2;58;Z00;0;34593;3042;11.08.2025;29.08.2025
5613380;TK KRISNA ATK;BUJUK AGUNG RT 001 RW 004 KEL BUJUK AGUNG;8.17E+10;;2051179;34593;90052442;90052442;Rudi Anggoro;F2 GT;Selasa Genap;;;;08:00:00;;;;;;;;;2;69;Z00;0;34593;3042;11.08.2025;11.08.2025
5774342;TK ZEN BAROKAH;WIRA AGUNG SARI RT 004 RW 002 KEL WIRA AGUNG SARI;8.81E+11;;2051398;34693;90052449;90052449;Beni Saputra;F2 GT;Sabtu Genap;;;;;;;;;;;;08:00:00;2;14;Z00;0;34593;3042;03.02.2026;03.02.2026
5614899;TK KAHFI;SUKA MAJU RT 001 RW 004 KEL.SUKA MAJU;8.12E+10;;2051164;34593;90052301;90052301;Ihwal Bayu Saddera;F4 GT;Selasa;;;08:00:00;08:00:00;;;;;;;;;2;67;Z00;0;34593;3042;13.08.2025;13.08.2025
5614900;WR BERKAH TERNAK;PANCA KARSA PURNA JAYA RT 002 RW 004 KEL PANCA;8.23E+10;;2051176;34593;90052418;90052418;Yuda Nurisman;F2 GT;Selasa Ganjil;;;08:00:00;;;;;;;;;;2;13;Z00;0;34593;3042;13.08.2025;13.08.2025
5781773;TK YULI;TRI REJO MULYO RT 001 RW 005 KEC PENAWAR TAMA;8.59E+10;;2051010;34595;90052449;90052449;Beni Saputra;F2 GT;Sabtu Genap;;;;;;;;;;;;08:00:00;2;14;Z00;0;34595;3042;11.02.2026;11.02.2026
5617331;WR SAFA;LEBUH DALEM RT 001 RW 005 KEL LEBUH DALEM KEC MENGGALA TIMUR;8.53E+10;;2051176;34593;90052418;90052418;Yuda Nurisman;F2 GT;Rabu Genap;;;;;;08:00:00;;;;;;;2;13;Z00;0;34593;3042;18.08.2025;04.09.2025
5617996;TK SAYURAN DIAH;LABUHAN BARU RT 003 RW 002 KEL LABUHAN BARU KEC WAY SERDANG;8.53E+10;;2051171;34593;90052442;90052442;Rudi Anggoro;F2 GT;Kamis Genap;;;;;;;;08:00:00;;;;;2;58;Z00;0;34593;3042;19.08.2025;19.08.2025
5782274;TK ABYAN;Wiratama RT/008 RW/002 KECAMATAN PENAWAR TAMA;8.53E+10;;2051134;34593;90052449;90052449;Beni Saputra;F2 GT;Sabtu Genap;;;;;;;;;;;;08:00:00;2;14;Z00;0;34593;3042;11.02.2026;11.02.2026
5617998;TK HANIFAH;PANCA WARNA RT 002 RW 005 KEL PANCA WARNA KEC WAY SERDANG;6.28E+12;;2051171;34593;90052442;90052442;Rudi Anggoro;F2 GT;Kamis Genap;;;;;;;;08:00:00;;;;;2;13;Z00;0;34593;3042;19.08.2025;19.08.2025
5619304;TK ROSYID;TOTO KATON RT/RW 012/003, BATU PUTIH;8.23E+10;;2051570;34593;90052442;90052442;Rudi Anggoro;F2 GT;Senin Genap;;08:00:00;;;;;;;;;;;2;13;Z00;0;34593;3042;21.08.2025;21.08.2025
5619308;TK MBA YUNI;MULYA JAYA RT/RW 002/001, KEC GUNUNG AGUNG;8.13E+10;;2051152;34593;90052442;90052442;Rudi Anggoro;F2 GT;Rabu Genap;;;;;;08:00:00;;;;;;;2;69;Z00;0;34593;3042;21.08.2025;21.08.2025
5622876;TK MBA ENDANG;SUKA JAYA RT 002 RW 003 KEL SUKA JAYA KEC GUNUNG AGUNG;6.29E+12;;2051152;34595;90052442;90052442;Rudi Anggoro;F2 GT;Rabu Genap;;;;;;08:00:00;;;;;;;2;13;Z00;0;34595;3042;27.08.2025;29.09.2025
