Customer,Name 1,Street,Personnel Number,Personnel Name,JWK SALESMAN,Latitude,Longitude,Cycle,Optimized JWK
3122013,TK MURNI,PULUNG KENCANA RT 006 RW 005 KEL PULUNG KENCANA KEC TULANG,90052418,Yuda Nurisman,KAMIS GANJIL,-4.58973,105.096605,Ganjil,SELASA GANJIL
3122023,TK.KIRANA CELL,SAKTI JAYA RT.5-2 KEL.SAKTI JAYA KEC.GUNUNG TERANG,90052442,Rudi Anggoro,SENIN GENAP,-4.2975808,105.0270995,Genap,JUMAT GENAP
3122049,TK.TUTI RIYANI,TIRTA KENCANA RW.1-2 KEL.TIRTA KENCANA KEC.TULANG BAWANG,90052418,Yuda Nurisman,RABU GANJIL,-4.549961,105.111413,Ganjil,KAMIS GANJIL
3122068,TK MBK YULI,TOTO MULYO RT 001 RW 001 KEL TOTOMULYO KEC GUNUNG TERANG,90052442,Rudi Anggoro,SENIN GENAP,-4.312623,105.063685,Genap,SELASA GENAP
3211332,TK.NAYMAR,DWI WARGA TUNGGAL JAYA RT.3-5 KEL.DWI WARGA TUNGGAL JAYA,90052449,Beni Saputra,SENIN GANJIL,-4.288212,105.221169,Ganjil,RABU GANJIL
3211334,TK GABRIEL,DWI WARGA TUNGGAL JAYA RT 001 RW 001 KEL DWI WARGA TUNGGAL,90052449,Beni Saputra,SENIN GANJIL,-4.277713,105.218738,Ganjil,RABU GANJIL
3211337,TK.ANDI MART,BANGUN JAYA RT.13-3 KEL.BANGUN JAYA KEC.TANJUNG RAYA,90052442,Rudi Anggoro,JUMAT GENAP,-3.9155156,105.4279717,Genap,SENIN GENAP
3211343,TK MILA YANI H1,MAKARTI TAMA RT 002 RW 008 KEL.MAKARTI TAMA,90052449,Beni Saputra,RABU GENAP,-4.179833,105.527579,Genap,JUMAT GENAP
3212792,TK ARVI,DSN DAYA MURNI RT 002 RW 002 KEL DAYA MURNI KEC TUMIJAJAR,90052418,Yuda Nurisman,KAMIS GANJIL,-4.623523,105.061551,Ganjil,SABTU GANJIL
3212803,SRC SUKIRNO,MARGA KENCANA RT.4-1 KEL.MARGA KENCANA KEC.TULANG BAWANG,90052418,Yuda Nurisman,KAMIS GANJIL,-4.5974981,105.0854181,Ganjil,SELASA GANJIL
3212806,TK VIKA,MARGA KENCANA RT 007 RW 002 KEL MARGA KENCANA,90052418,Yuda Nurisman,KAMIS GANJIL,-4.6246654,105.0671755,Ganjil,SABTU GANJIL
3212970,TK ANUGERAH,CANDRA KENCANA RT 027 RW 005 KEL CANDRA KENCANA KEC TULANG,90052418,Yuda Nurisman,KAMIS GENAP,-4.60296,105.136697,Genap,SABTU GENAP
3212971,WR BUDE ARI,CANDRA KENCANA RT 027 RW 005 KEL CANDRA KENCANA KEC TULANG,90052418,Yuda Nurisman,KAMIS GENAP,-4.606685,105.13482,Genap,SABTU GENAP
3245760,TK.RASKA,BUKO POSO RT.1-7 KEL.BUKO POSO KEC.WAY SERDANG,90052442,Rudi Anggoro,SENIN GANJIL,-4.192391,105.169226,Ganjil,KAMIS GANJIL
3245761,TK R-TANJUNG,PULUNG KENCANA RT 006 RW 004 KEL PULUNG KENCANA KEC TULANG,90052418,Yuda Nurisman,KAMIS GANJIL,-4.58975,105.104915,Ganjil,SELASA GANJIL
3245764,TK.SEMBAKO ALIF RIFKI,TRI TUNGGAL JAYA RT.6-2 KEL.TRI TUNGGAL JAYA KEC.BANJAR,90052301,Ihwal Bayu Saddera,SELASA,-4.2996336,105.2383197,Weekly,JUMAT
3303441,TK YONO,SUKA MAJU RT 001 RW 004 KEL SUKA MAJU KEC BANJAR MARGO,90052449,Beni Saputra,SENIN GENAP,-4.268849,105.2876111,Genap,RABU GENAP
3321827,TK.DUA PUTRI,TIRTA KENCANA RT.23-4 KEL.TIRTA KENCANA KEC.TULANG BAWANG,90052418,Yuda Nurisman,RABU GANJIL,-4.548698,105.12023,Ganjil,KAMIS GANJIL
3382569,TK ENDRO,AGUNG JAYA RT 001 RW 006 KEL AGUNG JAYA KEC BANJAR MARGO,90052449,Beni Saputra,SENIN GENAP,-4.212211,105.253264,Genap,RABU GENAP
3387443,WR HUSMUK,WONO REJO RT 021 RW 007 KEL WONO REJO KEC PENAWAR AJI,90052449,Beni Saputra,SELASA GENAP,-4.277827,105.54516,Genap,KAMIS GENAP
3389113,ST12 CELL,AGUNG JAYA RT 001 RW 003 KEL AGUNG JAYA KEC BANJAR MARGO,90052449,Beni Saputra,SENIN GENAP,,,Genap,
3398547,TK SRC EKO BOWO,MUARA TENANG TIMUR RT 001 RW 001 KEL MUARA TENANG TIMUR,90052442,Rudi Anggoro,JUMAT GANJIL,-4.000809,105.382675,Ganjil,SENIN GANJIL
3398549,TK.SEMBAKO MBAH JINEM,MULYA KENCANA RT.5-2 KEL.MULYA KENCANA KEC.TULANG BAWANG,90052301,Ihwal Bayu Saddera,SENIN,-4.562627,105.1657811,Weekly,SELASA
3398550,TK.ITA,JL.MAHAROW BATANG RT.4-2 NO.280 KEL.MENGGALA TENGAH,90052418,Yuda Nurisman,SENIN GENAP,-4.5552499,105.2161402,Genap,SELASA GENAP
3416350,TK PAKDE RIYANTO,CATUR KARYA BUANA JAYA RT 004 RW 001 KEL CATUR KARYA BUANA,90052449,Beni Saputra,SENIN GENAP,,,Genap,
3427068,WR LESTARI/ENI LINA KUSMIATI,WARGA MAKMUR JAYA RT 003 RW 005 KEL WARGA MAKMUR JAYA,90052418,Yuda Nurisman,JUMAT GENAP,-4.286449,105.191181,Genap,SENIN GENAP
3435705,WR.SRC DARMADI,BAWANG SAKTI JAYA RT.2-1 KEL.BAWANG SAKTI JAYA,90052418,Yuda Nurisman,SELASA GENAP,-4.397541,105.26422,Genap,RABU GENAP
3464053,WR IIN,TITRA KENCANA RT.32-8 KEL.TIRTA KENCANA KEC.TULANG BAWANG,90052418,Yuda Nurisman,JUMAT GANJIL,-4.5288252,105.1330239,Ganjil,SELASA GANJIL
3584685,TK FAISAL,MUARA TENANG RT 012 RW 004 KEL MUARA TENANG KEC TANJUNG RAYA,90052442,Rudi Anggoro,JUMAT GENAP,,,Genap,
3591527,TK.WULAN,TRI TUNGGAL JAYA RT.1-1 KEL.TRI TUNGGAL JAYA KEC.BANJAR,90052449,Beni Saputra,SENIN GENAP,-4.235294,105.283686,Genap,RABU GENAP
3639417,WR MUZINAH,DWI WARGA TUNGGAL JAYA RT.5-4 KEL.DWI WARGA TUNGGAL JAYA,90052449,Beni Saputra,SENIN GANJIL,-4.2879688,105.2208433,Ganjil,RABU GANJIL
3692859,TK FAIZ,WIRA BANGUN RT.1-5 KEL.WIRA BANGUN KEC.SIMPANG PEMATANG,90052442,Rudi Anggoro,SABTU GENAP,-3.988973,105.168587,Genap,RABU GENAP
3730312,TOKO PAK SURYANI (PAK SUR),ADI KARYA MULYA RT.1-1 KEL.ADI KARYA MULYA KEC.PACA JAYA,90052442,Rudi Anggoro,SELASA GANJIL,-3.978357,105.280368,Ganjil,RABU GANJIL
3781370,WR PATMI,MEKAR SARI JAYA RT.5-2 KEL.MEKAR SARI JAYA KEC.LAMBU KIBANG,90052418,Yuda Nurisman,SABTU GANJIL,-4.351753,105.171292,Ganjil,JUMAT GANJIL
3781399,TK SUSI ARSA,BALAM ASRI RT.2-2 KEL.BALAM ASRI KEC.WAY KENANGA,90052301,Ihwal Bayu Saddera,KAMIS,-4.2434965,105.161887,Weekly,KAMIS
3781455,TK.TUNAS JAYA,MORIS JAYA RT.1-1 KEL.MORIS JAYA KEC.BANJAR AGUNG,90052449,Beni Saputra,KAMIS GANJIL,-4.284858,105.272545,Ganjil,KAMIS GANJIL
3781460,TK MARMI,CATUR KARYA BUANA JAYA RT.1-4 KEL.CATUR KARYA BUANA JAYA,90052301,Ihwal Bayu Saddera,SELASA,-4.2354665,105.3086553,Weekly,JUMAT
3831172,ETIH FARIDA,PAGAR JAYA RT.3-1 KEL.PAGAR JAYA KEC.LAMBU KIBANG,90052418,Yuda Nurisman,SABTU GANJIL,-4.367414,105.153542,Ganjil,JUMAT GANJIL
3831653,SANTI,PAGAR JAYA RT.8-2 KEL.PAGAR JAYA KEC.LAMBU KIBANG,90052418,Yuda Nurisman,SABTU GANJIL,-4.367572,105.14809,Ganjil,JUMAT GANJIL
3860167,TOKO GALIH,SUKA MANDIRI RT.1-1 KEL.SUKA MANDIRI KEC.WAY SERDANG,90052442,Rudi Anggoro,KAMIS GANJIL,-4.0681577,105.1899096,Ganjil,KAMIS GANJIL
3861425,WR MAK YUN,BUJUNG SARI MARGA RT.2-2 KEL.BUJUNG SARI MARGA KEC.PAGAR,90052418,Yuda Nurisman,SELASA GENAP,-4.383562,105.181093,Genap,JUMAT GENAP
3861921,MARS CELL,PURWA JAYA RT.3-2 KEL.PURWA JAYA KEC.BANJAR MARGO,90052449,Beni Saputra,SENIN GANJIL,-4.267199,105.222737,Ganjil,RABU GANJIL
3903210,WR RITA,MUARA TENANG TIMUR RT.9-3 KEL.MUARA TENANG TIMUR,90052442,Rudi Anggoro,JUMAT GENAP,-4.0009,105.39331,Genap,SABTU GENAP
3907339,TOKO MBA ENDANG,FAJAR BARU RT.12-6 KEL.FAJAR BARU KEC.PANCA JAYA,90052301,Ihwal Bayu Saddera,JUMAT,-3.9192409,105.2861757,Weekly,SENIN
3971628,WR KEISHA,TOTO MULYO RT 003 RW 001 KEL TOTO MULYO KEC GUNUNG TERANG,90052442,Rudi Anggoro,SENIN GENAP,-4.31649,105.064499,Genap,SELASA GENAP
4079244,WR DWI PRASETYO,LESUNG BHAKTI JAYA RT.12-3 KEL.LESUNG BHAKTI JAYA KEC.LAMBU,90052418,Yuda Nurisman,SELASA GENAP,-4.4021818,105.2244722,Genap,JUMAT GENAP
4091523,TK.INTAN,AGUNG JAYA RT 008 RW 002 KEL AGUNG JAYA KEC WAY KENANGA,90052301,Ihwal Bayu Saddera,KAMIS,-4.273953,105.147287,Weekly,KAMIS
4091662,TK BU KATINAH,KIBANG MULYA JAYA RT 012 RW 004 KEL KIBANG MULYA KEC LAMBU,90052418,Yuda Nurisman,SENIN GANJIL,-4.323824,105.126928,Ganjil,JUMAT GANJIL
4091667,TK.ADHE CELL,MEKAR JAYA RT 002 RW 002 KEL MEKAR JAYA KEC GUNUNG AGUNG,90052301,Ihwal Bayu Saddera,KAMIS,-4.265023,105.036638,Weekly,KAMIS
4091680,TK.BABE,TRI TUNGGAL JAYA RT.1-5 KEL.TRI TUNGGAL JAYA,90052449,Beni Saputra,KAMIS GANJIL,-4.3104402,105.2474719,Ganjil,SELASA GANJIL
4091686,TK BUNGA WMJ,WARGA MAKMUR JAYA RT 001 RW 004 KEL WARGA MAKMUR JAYA,90052418,Yuda Nurisman,JUMAT GENAP,-4.283979,105.188692,Genap,SENIN GENAP
4091813,TK.BU WINDI,KIBANG TRI JAYA RT.18-4 KEL.KIBANG TRI JAYA KEC.LAMBU KIBANG,90052418,Yuda Nurisman,SENIN GANJIL,-4.304377,105.16024,Ganjil,SENIN GANJIL
4091939,WR.MELSI,JL LINTAS TIMUR RT 005 RW 3 KEL CAHYOU RANDU KEC PAGAR DEWA,90052418,Yuda Nurisman,SELASA GANJIL,-4.350506,105.227068,Ganjil,RABU GANJIL
4091940,TK ARIF,JL LINTAS RAWAJITU RT 001 RW 001 KEL TRI TUNGGAL KEC BANJAR,90052449,Beni Saputra,SENIN GENAP,-4.235396,105.286153,Genap,RABU GENAP
4102456,WR ANISSA,WIRA BANGUN RT 004 RW 002 KEL WIRA BANGUN KEC SIMPANG,90052442,Rudi Anggoro,SABTU GENAP,-3.997028,105.174508,Genap,RABU GENAP
4145736,TOKO MBAK DWI,GUNUNG AGUNG RT.18-5 KEL.GUNUNG AGUNG KEC.GUNUNG TERANG,90052442,Rudi Anggoro,RABU GENAP,-4.2892338,105.097252,Genap,JUMAT GENAP
4209075,TK HAFIZ,INDRALOKA JAYA RT.5-6 KEL.INDRALOKA II KEC.WAY KENANGA,90052442,Rudi Anggoro,SELASA GENAP,-4.196678,105.212641,Genap,KAMIS GENAP
4325131,WR SITI AMINAH,WIRA BANGUN RT 006 RW 001 KEL WIRA BANGUN KEC SIMPANG,90052442,Rudi Anggoro,SABTU GENAP,-3.996947,105.17266500000001,Genap,RABU GENAP
4347547,SENTRA MART,SUKA JAYA RT.6-3 KEL.SUKA JAYA KEC.GUNUNG AGUNG,90052301,Ihwal Bayu Saddera,KAMIS,-4.2453081,105.0434028,Weekly,KAMIS
4351496,TK.ANAYA,MARGA KENCANA RT.12-3 KEL.MARGA KENCANA KEC.TULANG BAWANG,90052301,Ihwal Bayu Saddera,SENIN,-4.6049379,105.079024,Weekly,SELASA
4359452,WR TUTIK MARYANTI,TEGAL ARUM RT.2-1 KEL.KIBANG MULYA JAYA KEC.LAMBU KIBANG,90052418,Yuda Nurisman,SABTU GENAP,-4.326132,105.13507,Genap,JUMAT GENAP
4431209,TK.GEMBULS BUJUNG BURING,BUJUNG BURING RT.12-6 KEL.BUJUNG BURING KEC.TANJUNG RAYA,90052442,Rudi Anggoro,SABTU GANJIL,-3.917626,105.353813,Ganjil,SABTU GANJIL
4443253,TK.CANDRA,AJI JAYA KNPI RT.1-5 KEL.AJI JAYA KNPI KEC.GEDUNG AJI,90052449,Beni Saputra,KAMIS GANJIL,-4.2948697,105.3591392,Ganjil,KAMIS GANJIL
4456325,WR AL FATIH,CANDRA JAYA RT 010 RW 003 KEL CANDRA JAYA KEC TULANG BAWANG,90052418,Yuda Nurisman,KAMIS GANJIL,,,Ganjil,
4496123,TK.SIWI MUARA TENANG,SRIWIJAYA RT.6-3 KEL.SRIWIJAYA KEC.TANJUNG RAYA,90052442,Rudi Anggoro,JUMAT GANJIL,-3.9980294,105.3816698,Ganjil,SENIN GANJIL
4554258,WR SUSI,PANARAGAN JAYA RT.3-7 KEL.PANARAGAN JAYA KEC.TULANG BAWANG,90052418,Yuda Nurisman,RABU GANJIL,-4.5048573,105.0904717,Ganjil,KAMIS GANJIL
4582342,TK.FIFIT,MUARA TENANG TIMUR RT.2-1 KEL.MUARA TENANG TIMUR KEC.TANJUNG,90052442,Rudi Anggoro,JUMAT GANJIL,-4.000927,105.3850926,Ganjil,SENIN GANJIL
4582353,DEGA MART,BOGA TAMA RT.4-5 KEL.BOGA TAMA KEC.PENAWAR TAMA,90052449,Beni Saputra,RABU GANJIL,-4.182402,105.505109,Ganjil,SABTU GANJIL
4583718,TOKO BIRU,TIYUH TUNGGAL WARGA RT 02 RW 04 KEC BANJAR AGUNG,90052418,Yuda Nurisman,JUMAT GENAP,-4.285308,105.213155,Genap,SENIN GENAP
4612520,TK.MOKHAMAD,DSN KAUMAN RT.11-1 KEL.WONO AGUNG KEC.RAWAJITU SELATAN,90052449,Beni Saputra,JUMAT GENAP,-4.2167163,105.6678534,Genap,SENIN GENAP
4627679,TK.PAK GOFUR DKM,DWI KARYA MUSTIKA RT.18-4 KEL.DWI KARYA MUSTIKA,90052442,Rudi Anggoro,JUMAT GANJIL,-4.216404,105.2924594,Ganjil,KAMIS GANJIL
4716660,TK.INDO KUOTA,GEDUNG KARYA JITU RT.1-1 KEL.GEDUNG KARYA JITU,90052301,Ihwal Bayu Saddera,SABTU,-4.2132593,105.7358625,Weekly,RABU
4726456,TK.LATIF,SUKA BHAKTI RT.11-3 KEL.SUKA BHAKTI KEC.GEDUNG AJI BARU,90052449,Beni Saputra,RABU GENAP,-4.2212456,105.6281084,Genap,SABTU GENAP
4796981,TK SRI,MULYA JAYA RT 006 RW 002 KEL MULYA JAYA KEC GUNUNG AGUNG,90052442,Rudi Anggoro,RABU GENAP,-4.262865,105.108064,Genap,JUMAT GENAP
4919297,TK ANA YANTI,TRI MULYA JAYA RT 004 RW 003 KEL TRI MULYA JAYA KEC BANJAR,90052449,Beni Saputra,KAMIS GANJIL,-4.295467,105.314226,Ganjil,KAMIS GANJIL
4987446,TK.RIO,PENAWAR REJO RT.3-3 KEL.PENAWAR REJO KEC.BANJAR MARGO,90052449,Beni Saputra,SELASA GANJIL,-4.272531,105.2371661,Ganjil,KAMIS GANJIL
5028918,TK.HANIN,DAYA MURNI RT 003 RW 002 KEL DAYA MURNI KEC TUMIJAJAR,90052418,Yuda Nurisman,KAMIS GANJIL,-4.588839,105.101917,Ganjil,SELASA GANJIL
5028919,TK.MBAK RINA MARGO MULYO,MARGO MULYO RT.1-1 KEL.MARGO MULYO KEC.MESUJI TIMUR,90052442,Rudi Anggoro,JUMAT GANJIL,-4.003837,105.4393872,Ganjil,SENIN GANJIL
5073987,TK.RMD,TIRTA KENCANA RT 017 RW 005 KEL TIRTA KENCANA KEC TULANG,90052418,Yuda Nurisman,JUMAT GANJIL,-4.546157,105.132946,Ganjil,SELASA GANJIL
5123554,WR SRI KHOTIMAH,KIBANG YEKTI JAYA RT 021 RW 007 KEL KIBANG YEKTI JAYA,90052418,Yuda Nurisman,SENIN GANJIL,-4.322152,105.121446,Ganjil,JUMAT GANJIL
5125577,WR NABILA,BERASAN MAKMUR RT.2-7 KEL.BERASAN MAKMUR KEC.TANJUNG RAYA,90052442,Rudi Anggoro,JUMAT GENAP,-4.0076434,105.317631,Genap,SABTU GENAP
5191265,TK.INA,BUJUK AGUNG RT.2-2 KEL.BUJUK AGUNG KEC.BANJAR MARGO,90052442,Rudi Anggoro,SELASA GENAP,-4.203738,105.243867,Genap,SENIN GENAP
5191266,TK AL BAROKAH,WONOREJO RT 006 RW 002 KEL WONO REJO KEC GUNUNG AGUNG,90052418,Yuda Nurisman,SENIN GANJIL,,,Ganjil,
5194371,WR. LESEHAN,KEBUN DALAM RT.2-2 KEL.KEBUN DALAM KEC.WAY SERDANG,90052442,Rudi Anggoro,KAMIS GENAP,-4.187903,105.105551,Genap,KAMIS GENAP
5209343,WR. NUR,DESA MARGA JAYA RT.2-1 KEL.MARGA JAYA KEC.GUNUNG AGUNG,90052442,Rudi Anggoro,RABU GENAP,-4.2974373,105.0562001,Genap,JUMAT GENAP
5216885,WR. MBA YUNI,SUMBER JAYA RT.8-3 KEL.SUMBER JAYA KEC.GUNUNG AGUNG,90052442,Rudi Anggoro,RABU GENAP,,,Genap,
5222050,WR BU ERNA,AGUNG DALAM RT 005 RW 001 KEL AGUNG DALAM KEC BANJAR MARGO,90052449,Beni Saputra,SENIN GENAP,-4.258847,105.268457,Genap,RABU GENAP
5234737,WR BU MIMIN,DESA TUNAS JAYA SP1 MENGGALA C RT 023 RW 003 KEL GUNUNG,90052442,Rudi Anggoro,RABU GANJIL,-4.243417,105.063892,Ganjil,SELASA GANJIL
5235061,TK SEMBAKO YUMNA,JL.KH MUSTOFA RT 001 RW 001 KEL MARGA KENCANA KEC TULANG,90052418,Yuda Nurisman,KAMIS GANJIL,-4.591017,105.087221,Ganjil,SELASA GANJIL
5238992,TK ADAM TRAYA,MULYO JADI RT 013 RW 004 KEL MULYO JADI KEC GUNUNG TERANG,90052442,Rudi Anggoro,SENIN GENAP,-4.333303,105.063537,Genap,SELASA GENAP
5239176,TOKO AGUS,INDRALOKA II RT.9-3 KEL.INDRALOKA II KEC.WAY KENANGA,90052442,Rudi Anggoro,SELASA GENAP,-4.1981499,105.1973366,Genap,KAMIS GENAP
5258862,TK.ANDINI ETHANOL,WARGA MAKMUR JAYA RT.3-5 KEL.WARGA MAKMUR JAYA,90052418,Yuda Nurisman,JUMAT GENAP,-4.285458,105.193031,Genap,SENIN GENAP
5258863,TK.CITRA MART,DWI WARGA TUNGGAL JAYA RT.001-004 KEL.DWI WARGA TUNGGAL,90052449,Beni Saputra,KAMIS GANJIL,-4.3013918,105.2411974,Ganjil,SELASA GANJIL
5258882,TK.BERKAH DILI MANDIRI,PANCA WARNA RT.2-4 KEL.PANCA WARNA,90052301,Ihwal Bayu Saddera,KAMIS,-4.1611118,105.1085903,Weekly,SENIN
5265097,TK.AAN INDRALOKA 1,INDRALOKA I RT.1-1 KEL.INDRALOKA I KEC.WAY KENANGA,90052442,Rudi Anggoro,SENIN GANJIL,-4.1922652,105.1720531,Ganjil,KAMIS GANJIL
5268271,TK SRIWAHYUNI,DUSUN CEMPAKA JAYA RT 002 RW 002 KEC MENGALA TIMUR,90052418,Yuda Nurisman,SELASA GENAP,-4.385208,105.302089,Genap,RABU GENAP
5270130,WR ILMA,MEKAR JAYA RT.4-6 KEL.MEKAR JAYA KEC.GUNUNG AGUNG,90052442,Rudi Anggoro,RABU GANJIL,-4.246558,105.033868,Ganjil,SELASA GANJIL
5273529,TK.SALMA,INDRALOKA I RT11-4 KEL.INDRALOKA I KEC.WAY KENANGA,90052442,Rudi Anggoro,KAMIS GENAP,-4.2018424,105.151451,Genap,KAMIS GENAP
5277555,TK.HANIN MULYA,MULYA KENCANA RT.25-5 KEL.MULYA JAYA,90052301,Ihwal Bayu Saddera,SENIN,-4.57012,105.141,Weekly,SELASA
5282980,TK.SRI MULYA,KECUBUNG MULYA RT.3-4 KEL.KECUBUNG MULYA,90052301,Ihwal Bayu Saddera,SELASA,-4.2907751,105.3806549,Weekly,JUMAT
5286712,TK.MERIYANTI,AGUNG JAYA RT.4-4 KEL.AGUNG JAYA KEC.BANJAR MARGO,90052449,Beni Saputra,SENIN GENAP,-4.2089399,105.2550125,Genap,RABU GENAP
5294336,WR LESTARI,MULYA SARI RT.3-1KEL.MULYA SARI KEC.GUNUNG AGUNG,90052442,Rudi Anggoro,RABU GANJIL,-4.248562,105.1261281,Ganjil,SELASA GANJIL
5303769,TK.ATHA,CANDRA MUKTI RT.5-1 KEL.CANDRA MUKTI KEC.TULANG BAWANG,90052418,Yuda Nurisman,KAMIS GANJIL,-4.614217,105.111459,Ganjil,SABTU GANJIL
5312882,WR MBAK VIVIN,GEDUNG KARYA JITU RT 000 RW 000 KEL GEDUNG KARYA JITU,90052449,Beni Saputra,JUMAT GENAP,-4.2093896,105.7373909,Genap,SENIN GENAP
5341310,WR.DIAN DIANA,KECUBUNG MULYA RT.3-2 KEL.KECUBUNG MULYA KEC.GEDUNG AJI,90052449,Beni Saputra,KAMIS GENAP,-4.2911763,105.3874288,Genap,SELASA GENAP
5361995,MITRA UMART,KARYA MAKMUR RT 005 RW 003 KEL KARYA MAKMUR KEC PENAWAR AJI,90052301,Ihwal Bayu Saddera,SELASA,-4.281914,105.518868,Weekly,RABU
5363055,TK.ZIAN BAROKAH,AGUNG JAYA RT.6-2 KEL.AGUNG JAYA KEC.WAY KENANGA,90052418,Yuda Nurisman,SENIN GANJIL,-4.2715759,105.1448511,Ganjil,SENIN GANJIL
5386913,WR.SUKANI,SUKA BHAKTI RT.13-4 KEL.SUKA BHAKTI KEC.GEDUNG AJI,90052301,Ihwal Bayu Saddera,SABTU,-4.223845,105.637798,Weekly,RABU
5392897,TOKO NAILA,SUMBER REJO RT.10-2 KEL.SUMBER REJO KEC.LAMBU KIBANG,90052301,Ihwal Bayu Saddera,RABU,-4.360245,105.113357,Weekly,SELASA
5405987,TK.EDI,"JL.ETHANOL ,TUNGGAL WARGA KEL.TUNGGAL WARGA KEC.BANJAR AGUNG",90052418,Yuda Nurisman,JUMAT GENAP,-4.2827636,105.202638,Genap,SENIN GENAP
5405989,TK.CAHYO MAKMUR,"JL.ETHANOL , WARGA MAKMUR JAYA KEL.WARGA MAKMUR JAYA KEC.BAN",90052418,Yuda Nurisman,JUMAT GENAP,-4.285155,105.193807,Genap,SENIN GENAP
5405990,TK.SARIMANAH,DWI WARGA TUNGGAL JAYA KEL.DWI WARGA TUNGGAL JAYA KEC.BANJAR,90052449,Beni Saputra,SENIN GANJIL,-4.288575,105.22034,Ganjil,RABU GANJIL
5405991,TL.BU MIYEM,TUNGGAL WARGA KEL.TUNGGAL WARGA KEC.BANJAR AGUNG,90052449,Beni Saputra,SENIN GANJIL,-4.29031,105.22021,Ganjil,SELASA GANJIL
5405992,TK.DAFFA DEPPI,JL.SIMAMORA PENAWAR JAYA KEL.PENAWAR JAYA KEC.BANJAR MARGO,90052301,Ihwal Bayu Saddera,JUMAT,-4.249362,105.245256,Weekly,JUMAT
5406068,TK AGUNG,KIBANG BUDI JAYA KEL.KIBANG BUDI JAYA KEC.LAMBU KIBANG,90052418,Yuda Nurisman,SABTU GANJIL,-4.33591,105.165055,Ganjil,JUMAT GANJIL
5413640,TK.KASYHATI,DWI WARGA TUNGGAL JAYA KEL.DWI WARGA TUNGGAL JAYA KEC.BANJAR,90052449,Beni Saputra,KAMIS GANJIL,-4.29446,105.226006,Ganjil,SELASA GANJIL
5413641,TK SITI ASIYAH,BANJAR DEWA RT 001 RW 001 KEL BANJAR DEWA KEC BANJAR AGUNG,90052449,Beni Saputra,SELASA GANJIL,-4.324093,105.222573,Ganjil,SELASA GANJIL
5424801,TK.MERI,DUSUN TAWAN INDAH KEL.LEBUH DALAM KEC.MENGGALA TIMUR,90052418,Yuda Nurisman,SELASA GENAP,-4.400917,105.260848,Genap,RABU GENAP
5424802,TK.NOVI,GUNUNG SAKTI KEL.LEBUH DALAM KEC.MENGGALA TIMUR,90052418,Yuda Nurisman,RABU GENAP,-4.4235899,105.2596561,Genap,RABU GENAP
5424904,TK.ALI YANI,BAWANG SAKTI JAYA KEL.BAWANG SAKTI JAYA KEC.BANJAR BARU,90052418,Yuda Nurisman,SELASA GENAP,-4.391346,105.268466,Genap,RABU GENAP
5430058,VITA,LESUNG BHAKTI JAYA KEL.LESUNG BHAKTI JAYA KEC.LAMBU KIBANG,90052418,Yuda Nurisman,SELASA GENAP,-4.399795,105.23666,Genap,RABU GENAP
5431845,TK.BU MUL,DWI WARGA TUNGGAL JATA KEL.DWI WARGA TUNGGAL JAYA KEC.BANJAR,90052301,Ihwal Bayu Saddera,SELASA,-4.285088,105.226896,Weekly,SABTU
5436940,TK.AFDI,DESA BANJAR AGUNG KEL.BANJAR AGUNG KEC.BANJARA AGUNG,90052449,Beni Saputra,SELASA GANJIL,-4.311566,105.223222,Ganjil,SELASA GANJIL
5442798,TK.YANI,JL.PENAWAR JAYA KEL.PENAWAR REJO KEC.BANJAR MARGO,90052449,Beni Saputra,SENIN GENAP,-4.2434339,105.246572,Genap,RABU GENAP
5442799,WR.SUMBER REZEKI,SIDOMULYO KEL.SIDOMULYO KEC.PENAWAR TAMA,90052449,Beni Saputra,SABTU GANJIL,-4.1834225,105.3750936,Ganjil,JUMAT GANJIL
5442878,ZYA CELL,DUSUN MARGA JAYA KEL.MENGGALA KEC.MENGGALA TIMUR,90052418,Yuda Nurisman,RABU GENAP,-4.427135,105.26032,Genap,RABU GENAP
5445048,TK.OLIV,JL.IMAM BONJOL KEL.SIDODADI KEC.PENAWAR TAMA,90052449,Beni Saputra,RABU GANJIL,-4.1988317,105.4112451,Ganjil,JUMAT GANJIL
5450000,TK.ZAQKY MART,SAKTI JAYA RT.8-3 KEL.SAKTI JAYA KEC.BATU PUTIH,90052442,Rudi Anggoro,SENIN GENAP,-4.2979489,105.017409,Genap,JUMAT GENAP
5450002,TK.WATIK,KEJADIAN RT.5-2 KEL.KEJADIAN KEC.WAY SERDANG,90052442,Rudi Anggoro,KAMIS GANJIL,-4.1977895,105.0758349,Ganjil,JUMAT GANJIL
5450066,TK.MR CELL,AJI MURNI JAYA RT/RW 004/001 KEL.AJI MURNI JAYA,90052418,Yuda Nurisman,SELASA GANJIL,-4.327663,105.3263161,Ganjil,RABU GANJIL
5450067,TK AYU PLASTIK,SIDO MULYO RT 001RW 001 KEL.SIDO MULYO,90052449,Beni Saputra,SABTU GANJIL,-4.176825,105.379816,Ganjil,JUMAT GANJIL
5450118,TK MBAK RUM,LABUHAN MULYA RT.1-1 KEL.LABUHAN MULYA,90052301,Ihwal Bayu Saddera,KAMIS,-4.1409056,105.1032038,Weekly,SENIN
